#Cancer_type	Sample	Sig	96c	80c	80c_ajusted	LR(80c_adj/96c)
Skin-Melanoma	SP82796	SBS7a	30657.0	30378.0	30657.0	0.0
Skin-Melanoma	SP82796	SBS7b	7750.0	6879.0	7137.0	-0.03578119326928987
Skin-Melanoma	SP82796	SBS7c	1539.0	946.0	1214.0	-0.10294444290213207
Skin-Melanoma	SP82796	SBS7d	747.0	861.0	2177.0	0.46415627755529476
Skin-Melanoma	SP83482	SBS5	7645.0	7571.0	10896.0	0.15387265721408205
Skin-Melanoma	SP83482	SBS7a	43068.0	42882.0	43275.0	0.002082323932618242
Skin-Melanoma	SP83482	SBS7b	14265.0	12719.0	13196.0	-0.03382700298813903
Skin-Melanoma	SP83482	SBS7c	3511.0	2485.0	3189.0	-0.041763824176883825
Skin-Melanoma	SP83482	SBS7d	217.0	18.0	46.0	-0.6663586356688873
Skin-Melanoma	SP104530	SBS1	160.0	33.0	34.0	-0.6627578316815741
Skin-Melanoma	SP104530	SBS5	16639.0	14740.0	21213.0	0.10546924256094975
Skin-Melanoma	SP104530	SBS7a	40209.0	39788.0	40153.0	-0.0006052584471411728
Skin-Melanoma	SP104530	SBS7b	11179.0	9152.0	9495.0	-0.07090109760386969
Skin-Melanoma	SP104530	SBS7c	2129.0	1110.0	1425.0	-0.174260077922891
Skin-Melanoma	SP104530	SBS7d	1067.0	1818.0	4597.0	0.6339977142407227
Skin-Melanoma	SP82429	SBS1	293.0	281.0	288.0	-0.0074494876556094455
Skin-Melanoma	SP82429	SBS7a	15804.0	15538.0	15681.0	-0.003393050655379639
Skin-Melanoma	SP82429	SBS7b	4778.0	4326.0	4488.0	-0.027187425119141073
Skin-Melanoma	SP82429	SBS7c	586.0	197.0	253.0	-0.3638043846276764
Skin-Melanoma	SP82429	SBS7d	1491.0	1877.0	4746.0	0.5026504085817101
Skin-Melanoma	SP82429	SBS40	7207.0	5656.0	6760.0	-0.027803842034888723
Skin-Melanoma	SP82644	SBS7a	185815.0	184720.0	186414.0	0.0013977482757383212
Skin-Melanoma	SP82644	SBS7b	38902.0	34790.0	36093.0	-0.03254807918382212
Skin-Melanoma	SP82644	SBS7c	6386.0	4813.0	6177.0	-0.014449012192553186
Skin-Melanoma	SP82644	SBS7d	9520.0	6073.0	15355.0	0.2075955382884228
Skin-Melanoma	SP82988	SBS1	251.0	223.0	229.0	-0.039672704763951225
Skin-Melanoma	SP82988	SBS5	4319.0	3301.0	4751.0	0.04139268515822508
Skin-Melanoma	SP82988	SBS7a	79080.0	78210.0	78927.0	-0.0008410543259967179
Skin-Melanoma	SP82988	SBS7b	4569.0	3800.0	3942.0	-0.06408942299662702
Skin-Melanoma	SP82988	SBS7c	2103.0	1443.0	1852.0	-0.05517031616280389
Skin-Melanoma	SP82988	SBS7d	2152.0	1921.0	4857.0	0.3534134806456246
Skin-Melanoma	SP82461	SBS1	252.0	209.0	214.0	-0.0706820612602126
Skin-Melanoma	SP82461	SBS5	5601.0	4628.0	6660.0	0.07519632916930961
Skin-Melanoma	SP82461	SBS7a	53969.0	53406.0	53896.0	-0.0005878257858110402
Skin-Melanoma	SP82461	SBS7b	20173.0	18652.0	19351.0	-0.018066161138404063
Skin-Melanoma	SP82461	SBS7c	2134.0	1404.0	1802.0	-0.07340215263864072
Skin-Melanoma	SP82461	SBS7d	2618.0	2104.0	5320.0	0.30785776049949026
Skin-Melanoma	SP82900	SBS5	12030.0	10668.0	15353.0	0.1059198094769173
Skin-Melanoma	SP82900	SBS7a	225488.0	223226.0	225273.0	-0.00041429008454552736
Skin-Melanoma	SP82900	SBS7b	27952.0	24229.0	25137.0	-0.04609770261582161
Skin-Melanoma	SP82900	SBS7c	11568.0	8456.0	10852.0	-0.027746018063463246
Skin-Melanoma	SP82900	SBS7d	2915.0	4532.0	11459.0	0.5943970979854342
Skin-Melanoma	SP82399	SBS1	88.0	41.0	42.0	-0.31592155106532627
Skin-Melanoma	SP82399	SBS5	6254.0	5371.0	7730.0	0.0920083592411284
Skin-Melanoma	SP82399	SBS7a	79137.0	78460.0	79180.0	0.00023591183851642608
Skin-Melanoma	SP82399	SBS7b	22242.0	20462.0	21229.0	-0.02024336768193824
Skin-Melanoma	SP82399	SBS7c	3949.0	2839.0	3643.0	-0.03501872732549957
Skin-Melanoma	SP82399	SBS7d	4669.0	2822.0	7135.0	0.1841379608019545
Skin-Melanoma	SP82756	SBS1	191.0	173.0	178.0	-0.030448197723656457
Skin-Melanoma	SP82756	SBS5	1778.0	1431.0	2059.0	0.06369127228522832
Skin-Melanoma	SP82756	SBS7a	9742.0	9600.0	9688.0	-0.002413746643825536
Skin-Melanoma	SP82756	SBS7b	1766.0	1436.0	1490.0	-0.07375890605376954
Skin-Melanoma	SP82756	SBS7c	1808.0	1267.0	1626.0	-0.04605101392295495
Skin-Melanoma	SP82756	SBS7d	563.0	848.0	2144.0	0.5801481925374008
Skin-Melanoma	SP82836	SBS1	171.0	129.0	132.0	-0.1116768059404631
Skin-Melanoma	SP82836	SBS5	5406.0	4623.0	6653.0	0.09012642695717905
Skin-Melanoma	SP82836	SBS7a	20118.0	19952.0	20135.0	0.00036681190566441145
Skin-Melanoma	SP82836	SBS7b	11724.0	10776.0	11180.0	-0.020632203913618766
Skin-Melanoma	SP82836	SBS7c	266.0	81.0	104.0	-0.40532196229463713
Skin-Melanoma	SP82836	SBS7d	1117.0	798.0	2018.0	0.2566945153932348
Skin-Melanoma	SP82417	SBS7a	195945.0	194576.0	196361.0	0.0009210445475870918
Skin-Melanoma	SP82417	SBS7b	42557.0	39078.0	40542.0	-0.02106532884408554
Skin-Melanoma	SP82417	SBS7c	2384.0	1666.0	2138.0	-0.04727759880460472
Skin-Melanoma	SP82417	SBS7d	9974.0	5485.0	13868.0	0.14313224379895834
Skin-Melanoma	SP82471	SBS1	423.0	428.0	439.0	0.016086819893454795
Skin-Melanoma	SP82471	SBS5	3362.0	2005.0	2886.0	-0.06628008343391509
Skin-Melanoma	SP82471	SBS38	216.0	205.0	213.0	-0.006045960499338697
Skin-Melanoma	SP82471	SBS40	2654.0	2387.0	2853.0	0.03138944336114029
Skin-Melanoma	SP82435	SBS1	297.0	272.0	279.0	-0.027058232734036024
Skin-Melanoma	SP82435	SBS5	471.0	588.0	846.0	0.25394141169661916
Skin-Melanoma	SP82435	SBS7a	3310.0	3269.0	3299.0	-0.0014452408741809292
Skin-Melanoma	SP82435	SBS7b	885.0	812.0	842.0	-0.021606147262308452
Skin-Melanoma	SP82435	SBS7d	237.0	149.0	377.0	0.20091484278071337
Skin-Melanoma	SP82435	SBS40	2278.0	1686.0	2015.0	-0.05325379740688789
Skin-Melanoma	SP104056	SBS7a	201734.0	200923.0	202766.0	0.0022160230493962953
Skin-Melanoma	SP104056	SBS7b	72185.0	67061.0	69573.0	-0.016006004321715388
Skin-Melanoma	SP104056	SBS7c	28382.0	22136.0	28408.0	0.000397649574530215
Skin-Melanoma	SP104056	SBS7d	31813.0	13108.0	33142.0	0.017773540094082312
Skin-Melanoma	SP83083	SBS1	406.0	376.0	386.0	-0.021883444206308618
Skin-Melanoma	SP83083	SBS5	4055.0	3091.0	4448.0	0.040164459422764864
Skin-Melanoma	SP83083	SBS7a	46927.0	46455.0	46881.0	-0.00042591510006869326
Skin-Melanoma	SP83083	SBS7b	18976.0	17317.0	17966.0	-0.0237519897908712
Skin-Melanoma	SP83083	SBS7c	3616.0	2285.0	2932.0	-0.09103644578106761
Skin-Melanoma	SP83083	SBS7d	1721.0	2159.0	5459.0	0.5011594955871013
Skin-Melanoma	SP82433	SBS1	363.0	320.0	328.0	-0.04390548569908169
Skin-Melanoma	SP82433	SBS5	4523.0	3831.0	5513.0	0.08594416551633723
Skin-Melanoma	SP82433	SBS7a	35697.0	35490.0	35816.0	0.001445321710007878
Skin-Melanoma	SP82433	SBS7b	3007.0	2371.0	2460.0	-0.0871662182168021
Skin-Melanoma	SP82433	SBS7c	561.0	318.0	408.0	-0.13801300756171925
Skin-Melanoma	SP82433	SBS7d	1500.0	912.0	2306.0	0.1866669022778231
Skin-Melanoma	SP82780	SBS1	144.0	125.0	128.0	-0.05077829193572593
Skin-Melanoma	SP82780	SBS5	3253.0	2547.0	3666.0	0.05189336135976277
Skin-Melanoma	SP82780	SBS7a	24100.0	23864.0	24083.0	-0.0003064441838199732
Skin-Melanoma	SP82780	SBS7b	5826.0	5263.0	5460.0	-0.02817284155460668
Skin-Melanoma	SP82780	SBS7c	951.0	605.0	776.0	-0.08821592958356009
Skin-Melanoma	SP82780	SBS7d	1764.0	1230.0	3110.0	0.24615530138486205
Skin-Melanoma	SP83019	SBS1	232.0	211.0	217.0	-0.028899427421414128
Skin-Melanoma	SP83019	SBS5	4550.0	3332.0	4795.0	0.02277233892041812
Skin-Melanoma	SP83019	SBS7a	69794.0	69073.0	69707.0	-0.0005416890650950394
Skin-Melanoma	SP83019	SBS7b	18071.0	16428.0	17043.0	-0.025434692383890987
Skin-Melanoma	SP83019	SBS7c	3123.0	1965.0	2522.0	-0.09279377468768812
Skin-Melanoma	SP83019	SBS7d	2393.0	2535.0	6410.0	0.42780163081334
Skin-Melanoma	SP83099	SBS1	307.0	286.0	293.0	-0.02020338608828695
Skin-Melanoma	SP83099	SBS5	3001.0	2240.0	3224.0	0.031119031064034977
Skin-Melanoma	SP83099	SBS7a	12891.0	12713.0	12830.0	-0.0020597918638233965
Skin-Melanoma	SP83099	SBS7b	4314.0	3675.0	3813.0	-0.053600111341241596
Skin-Melanoma	SP83099	SBS7c	866.0	440.0	565.0	-0.18520266628793888
Skin-Melanoma	SP83099	SBS7d	838.0	1378.0	3484.0	0.618440821605328
Skin-Melanoma	SP83146	SBS1	270.0	211.0	217.0	-0.09451279726980091
Skin-Melanoma	SP83146	SBS5	8344.0	7090.0	10204.0	0.08738666803682378
Skin-Melanoma	SP83146	SBS7a	280665.0	278532.0	281087.0	0.0006525002255025654
Skin-Melanoma	SP83146	SBS7b	41899.0	38559.0	40004.0	-0.02009974822073791
Skin-Melanoma	SP83146	SBS7c	11967.0	8852.0	11360.0	-0.022605020679897413
Skin-Melanoma	SP83146	SBS7d	4911.0	3088.0	7808.0	0.20133706469578688
Skin-Melanoma	SP103866	SBS1	503.0	461.0	473.0	-0.026652194771440235
Skin-Melanoma	SP103866	SBS7a	63292.0	62975.0	63553.0	0.0017872085227378354
Skin-Melanoma	SP103866	SBS7b	20808.0	18568.0	19264.0	-0.03348219685217993
Skin-Melanoma	SP103866	SBS7c	6111.0	4720.0	6057.0	-0.003854076570796583
Skin-Melanoma	SP103866	SBS7d	4209.0	3251.0	8220.0	0.29064255236948017
Skin-Melanoma	SP83844	SBS1	145.0	114.0	117.0	-0.0924708484783117
Skin-Melanoma	SP83844	SBS5	4082.0	3473.0	4998.0	0.08790375682959307
Skin-Melanoma	SP83844	SBS7a	38515.0	38167.0	38517.0	2.2550794817919616e-05
Skin-Melanoma	SP83844	SBS7b	10460.0	9461.0	9815.0	-0.02763865237669117
Skin-Melanoma	SP83844	SBS7c	1947.0	1282.0	1645.0	-0.07315912166634568
Skin-Melanoma	SP83844	SBS7d	2061.0	1460.0	3691.0	0.2529730314063767
Skin-Melanoma	SP83027	SBS1	663.0	528.0	542.0	-0.08736824977917057
Skin-Melanoma	SP83027	SBS5	2068.0	3097.0	4457.0	0.33337957347848435
Skin-Melanoma	SP83027	SBS7a	703.0	682.0	688.0	-0.009353437234486419
Skin-Melanoma	SP83027	SBS7b	168.0	31.0	32.0	-0.709372764735786
Skin-Melanoma	SP83027	SBS7d	595.0	474.0	1198.0	0.30357292335861225
Skin-Melanoma	SP83027	SBS40	2023.0	122.0	146.0	-1.1388931734195855
SoftTissue-Leiomyo	SP122725	SBS1	615.0	574.0	589.0	-0.018728700522281285
SoftTissue-Leiomyo	SP122725	SBS2	18.0	14.0	14.0	-0.10266234189714771
SoftTissue-Leiomyo	SP122725	SBS5	1230.0	1148.0	1652.0	0.12801480064013118
SoftTissue-Leiomyo	SP122725	SBS13	164.0	168.0	169.0	0.012964977164367635
SoftTissue-Leiomyo	SP122725	SBS40	2366.0	1733.0	2071.0	-0.057808506855887315
SoftTissue-Leiomyo	SP122476	SBS1	199.0	179.0	184.0	-0.03385826726096737
SoftTissue-Leiomyo	SP122476	SBS2	126.0	129.0	129.0	0.010139631350879887
SoftTissue-Leiomyo	SP122476	SBS5	2161.0	1749.0	2517.0	0.06620003615455222
SoftTissue-Leiomyo	SP122476	SBS13	421.0	430.0	432.0	0.01117544539169158
SoftTissue-Leiomyo	SP122476	SBS40	3680.0	2794.0	3339.0	-0.0422193506351022
SoftTissue-Leiomyo	SP122372	SBS1	184.0	173.0	178.0	-0.014318697423120632
SoftTissue-Leiomyo	SP122372	SBS5	878.0	703.0	1012.0	0.0616205702865085
SoftTissue-Leiomyo	SP122372	SBS40	900.0	692.0	827.0	-0.03669445419418285
SoftTissue-Leiomyo	SP122489	SBS1	342.0	313.0	321.0	-0.027438248346939566
SoftTissue-Leiomyo	SP122489	SBS2	34.0	32.0	32.0	-0.025554104472388168
SoftTissue-Leiomyo	SP122489	SBS5	1657.0	1421.0	2045.0	0.09132110316188663
SoftTissue-Leiomyo	SP122489	SBS13	148.0	154.0	155.0	0.019938329942187576
SoftTissue-Leiomyo	SP122489	SBS40	1869.0	1320.0	1578.0	-0.07345947652820475
SoftTissue-Leiomyo	SP122560	SBS1	281.0	256.0	263.0	-0.028645181449530023
SoftTissue-Leiomyo	SP122560	SBS5	1479.0	1275.0	1835.0	0.09361096147026624
SoftTissue-Leiomyo	SP122560	SBS40	1872.0	1370.0	1637.0	-0.05822387995083768
SoftTissue-Leiomyo	SP122590	SBS1	452.0	416.0	427.0	-0.02465443299965982
SoftTissue-Leiomyo	SP122590	SBS5	1170.0	1104.0	1589.0	0.1328402292480884
SoftTissue-Leiomyo	SP122590	SBS40	2294.0	1684.0	2013.0	-0.05672322365568087
SoftTissue-Leiomyo	SP122714	SBS1	231.0	211.0	217.0	-0.027031491286294822
SoftTissue-Leiomyo	SP122714	SBS5	740.0	737.0	1061.0	0.1563063087661221
SoftTissue-Leiomyo	SP122714	SBS40	1323.0	945.0	1129.0	-0.06880954162026137
SoftTissue-Leiomyo	SP121870	SBS1	499.0	513.0	526.0	0.022840610876527823
SoftTissue-Leiomyo	SP121870	SBS5	1971.0	913.0	1314.0	-0.1759811577794157
SoftTissue-Leiomyo	SP121870	SBS13	244.0	247.0	248.0	0.007033262731203863
SoftTissue-Leiomyo	SP121870	SBS17a	191.0	101.0	465.0	0.38508468798645057
SoftTissue-Leiomyo	SP121870	SBS17b	359.0	338.0	352.0	-0.008527795379464718
SoftTissue-Leiomyo	SP121870	SBS40	2100.0	2013.0	2406.0	0.05905003786907745
SoftTissue-Leiomyo	SP123010	SBS1	408.0	377.0	387.0	-0.02289158241313454
SoftTissue-Leiomyo	SP123010	SBS5	2155.0	1806.0	2599.0	0.08132459145611684
SoftTissue-Leiomyo	SP123010	SBS40	1227.0	798.0	954.0	-0.10919499522140252
SoftTissue-Leiomyo	SP121865	SBS1	268.0	273.0	280.0	0.01895403990267188
SoftTissue-Leiomyo	SP121865	SBS2	74.0	81.0	81.0	0.03875258899201662
SoftTissue-Leiomyo	SP121865	SBS5	1633.0	941.0	1354.0	-0.08131275698597215
SoftTissue-Leiomyo	SP121865	SBS13	284.0	286.0	287.0	0.004547627750720661
SoftTissue-Leiomyo	SP121865	SBS40	1743.0	1558.0	1862.0	0.028666374299694233
SoftTissue-Leiomyo	SP122676	SBS1	333.0	288.0	296.0	-0.05099001749435214
SoftTissue-Leiomyo	SP122676	SBS5	2510.0	2428.0	3494.0	0.1436004673687778
SoftTissue-Leiomyo	SP122676	SBS30	1382.0	1287.0	1305.0	-0.024879003170255452
SoftTissue-Leiomyo	SP122676	SBS40	8354.0	6289.0	7517.0	-0.04584413285161649
SoftTissue-Leiomyo	SP122412	SBS1	178.0	170.0	174.0	-0.009814982293598718
SoftTissue-Leiomyo	SP122412	SBS2	164.0	163.0	163.0	-0.002640096166208415
SoftTissue-Leiomyo	SP122412	SBS5	1273.0	923.0	1328.0	0.018355552943400372
SoftTissue-Leiomyo	SP122412	SBS13	156.0	156.0	157.0	0.002757434545188886
SoftTissue-Leiomyo	SP122412	SBS40	1854.0	1519.0	1816.0	-0.008988986643030366
SoftTissue-Leiomyo	SP122392	SBS1	863.0	763.0	783.0	-0.04219767979445483
SoftTissue-Leiomyo	SP122392	SBS5	1672.0	2255.0	3245.0	0.28785257452781854
SoftTissue-Leiomyo	SP122392	SBS40	11188.0	8587.0	10263.0	-0.037474630481537645
SoftTissue-Leiomyo	SP122634	SBS1	474.0	407.0	418.0	-0.054479586658571263
SoftTissue-Leiomyo	SP122634	SBS5	2307.0	2405.0	3461.0	0.17609125905568124
SoftTissue-Leiomyo	SP122634	SBS40	3180.0	2044.0	2443.0	-0.11446246753684673
SoftTissue-Leiomyo	SP122702	SBS1	486.0	419.0	430.0	-0.05305169105390275
SoftTissue-Leiomyo	SP122702	SBS5	1491.0	1799.0	2589.0	0.2395309409446018
SoftTissue-Leiomyo	SP122702	SBS40	5652.0	4137.0	4945.0	-0.058024873434840224
SoftTissue-Liposarc	SP121828	SBS1	420.0	373.0	383.0	-0.039950871468137486
SoftTissue-Liposarc	SP121828	SBS2	422.0	407.0	407.0	-0.01568020428516241
SoftTissue-Liposarc	SP121828	SBS5	1002.0	1193.0	1717.0	0.23372222647480537
SoftTissue-Liposarc	SP121828	SBS13	413.0	414.0	416.0	0.003135713852858583
SoftTissue-Liposarc	SP121828	SBS40	1916.0	1237.0	1478.0	-0.11265393888117013
SoftTissue-Liposarc	SP121783	SBS1	275.0	224.0	230.0	-0.07729710217307337
SoftTissue-Liposarc	SP121783	SBS2	297.0	281.0	281.0	-0.023967155756894152
SoftTissue-Liposarc	SP121783	SBS5	1451.0	1718.0	2472.0	0.2312574999972224
SoftTissue-Liposarc	SP121783	SBS13	63.0	67.0	67.0	0.02632893872234915
SoftTissue-Liposarc	SP121783	SBS40	2919.0	1893.0	2263.0	-0.11050642893218444
SoftTissue-Liposarc	SP121774	SBS1	584.0	576.0	591.0	0.005165840640739311
SoftTissue-Liposarc	SP121774	SBS2	301.0	293.0	293.0	-0.011659612544993349
SoftTissue-Liposarc	SP121774	SBS3	4071.0	2823.0	3463.0	-0.07022988598339328
SoftTissue-Liposarc	SP121774	SBS5	1519.0	932.0	1341.0	-0.05409107211179927
SoftTissue-Liposarc	SP121774	SBS13	717.0	730.0	734.0	0.010162894841894598
SoftTissue-Liposarc	SP121774	SBS40	2769.0	2690.0	3215.0	0.06483627101196512
SoftTissue-Liposarc	SP121790	SBS1	309.0	268.0	275.0	-0.050452611769054946
SoftTissue-Liposarc	SP121790	SBS2	132.0	123.0	123.0	-0.030429955804850747
SoftTissue-Liposarc	SP121790	SBS5	1068.0	1207.0	1737.0	0.21107206690386965
SoftTissue-Liposarc	SP121790	SBS13	388.0	392.0	394.0	0.006647494300752467
SoftTissue-Liposarc	SP121790	SBS40	4034.0	3007.0	3594.0	-0.05014464433918784
SoftTissue-Liposarc	SP121859	SBS1	348.0	311.0	319.0	-0.03767544863927389
SoftTissue-Liposarc	SP121859	SBS2	17.0	10.0	10.0	-0.21387981994508098
SoftTissue-Liposarc	SP121859	SBS5	771.0	924.0	1330.0	0.23656075513893896
SoftTissue-Liposarc	SP121859	SBS13	148.0	153.0	154.0	0.017145429758017423
SoftTissue-Liposarc	SP121859	SBS40	3989.0	3018.0	3607.0	-0.043706366816844124
SoftTissue-Liposarc	SP121808	SBS1	222.0	190.0	195.0	-0.05604879169168463
SoftTissue-Liposarc	SP121808	SBS2	178.0	166.0	166.0	-0.03013655983230991
SoftTissue-Liposarc	SP121808	SBS5	663.0	852.0	1226.0	0.26667648335898675
SoftTissue-Liposarc	SP121808	SBS13	88.0	90.0	90.0	0.009651385676180839
SoftTissue-Liposarc	SP121808	SBS40	811.0	402.0	480.0	-0.22741095286734356
SoftTissue-Liposarc	SP121781	SBS1	863.0	846.0	868.0	0.002506033969773156
SoftTissue-Liposarc	SP121781	SBS2	282.0	241.0	241.0	-0.06797106954385898
SoftTissue-Liposarc	SP121781	SBS3	4975.0	3473.0	4260.0	-0.06736883748230907
SoftTissue-Liposarc	SP121781	SBS5	2028.0	1479.0	2129.0	0.021097556405391772
SoftTissue-Liposarc	SP121781	SBS13	552.0	530.0	533.0	-0.015183874276141845
SoftTissue-Liposarc	SP121781	SBS37	796.0	51.0	119.0	-0.8222770753484876
SoftTissue-Liposarc	SP121781	SBS40	2227.0	2571.0	3073.0	0.139788676662035
SoftTissue-Liposarc	SP121763	SBS1	318.0	280.0	287.0	-0.044398195297950256
SoftTissue-Liposarc	SP121763	SBS2	430.0	414.0	414.0	-0.01642917344863889
SoftTissue-Liposarc	SP121763	SBS5	988.0	1132.0	1629.0	0.21699131280677839
SoftTissue-Liposarc	SP121763	SBS13	172.0	173.0	174.0	0.004991945557499071
SoftTissue-Liposarc	SP121763	SBS40	1850.0	1235.0	1476.0	-0.09802592344095462
SoftTissue-Liposarc	SP121811	SBS1	229.0	174.0	179.0	-0.10645533091428679
SoftTissue-Liposarc	SP121811	SBS2	404.0	378.0	378.0	-0.028815813246596222
SoftTissue-Liposarc	SP121811	SBS5	1256.0	1693.0	2436.0	0.28752025149876653
SoftTissue-Liposarc	SP121811	SBS13	341.0	345.0	347.0	0.007553137890445907
SoftTissue-Liposarc	SP121811	SBS40	1422.0	596.0	712.0	-0.3001153702324188
SoftTissue-Liposarc	SP121852	SBS1	527.0	441.0	453.0	-0.06557806967670833
SoftTissue-Liposarc	SP121852	SBS2	628.0	596.0	597.0	-0.02194946145685808
SoftTissue-Liposarc	SP121852	SBS5	898.0	1621.0	2333.0	0.4143411599761226
SoftTissue-Liposarc	SP121852	SBS13	309.0	315.0	317.0	0.011065426150160027
SoftTissue-Liposarc	SP121852	SBS40	3632.0	2307.0	2757.0	-0.11967113602288372
SoftTissue-Liposarc	SP122361	SBS1	1046.0	924.0	948.0	-0.04268046925154966
SoftTissue-Liposarc	SP122361	SBS2	817.0	781.0	782.0	-0.018991541613379577
SoftTissue-Liposarc	SP122361	SBS5	1377.0	2213.0	3185.0	0.36399655389350566
SoftTissue-Liposarc	SP122361	SBS13	499.0	506.0	509.0	0.00860017176191757
SoftTissue-Liposarc	SP122361	SBS40	5834.0	3933.0	4701.0	-0.0937582355924684
SoftTissue-Liposarc	SP121837	SBS1	275.0	234.0	240.0	-0.058892039490349324
SoftTissue-Liposarc	SP121837	SBS2	284.0	269.0	269.0	-0.023481095849522914
SoftTissue-Liposarc	SP121837	SBS5	1055.0	1229.0	1769.0	0.22430934816401316
SoftTissue-Liposarc	SP121837	SBS13	161.0	165.0	166.0	0.0132014566049523
SoftTissue-Liposarc	SP121837	SBS40	899.0	392.0	469.0	-0.2821446515036074
SoftTissue-Liposarc	SP121824	SBS1	242.0	191.0	196.0	-0.09114004743671927
SoftTissue-Liposarc	SP121824	SBS2	215.0	196.0	196.0	-0.03998752498933794
SoftTissue-Liposarc	SP121824	SBS5	1048.0	1473.0	2120.0	0.305765180323004
SoftTissue-Liposarc	SP121824	SBS13	109.0	114.0	115.0	0.0230653040686934
SoftTissue-Liposarc	SP121824	SBS40	680.0	10.0	12.0	-1.7192037596059484
SoftTissue-Liposarc	SP121841	SBS1	268.0	238.0	244.0	-0.040586195637875494
SoftTissue-Liposarc	SP121841	SBS2	180.0	165.0	165.0	-0.03757048682912942
SoftTissue-Liposarc	SP121841	SBS3	1358.0	961.0	1179.0	-0.06133744942636891
SoftTissue-Liposarc	SP121841	SBS5	449.0	623.0	897.0	0.3000638228919607
SoftTissue-Liposarc	SP121841	SBS13	133.0	135.0	136.0	0.00961576879159912
SoftTissue-Liposarc	SP121841	SBS40	1121.0	837.0	1000.0	-0.04955877944082394
SoftTissue-Liposarc	SP121831	SBS1	382.0	323.0	331.0	-0.062060690264586445
SoftTissue-Liposarc	SP121831	SBS2	341.0	321.0	321.0	-0.026170234360304124
SoftTissue-Liposarc	SP121831	SBS5	1040.0	1439.0	2071.0	0.2989390215626592
SoftTissue-Liposarc	SP121831	SBS13	38.0	43.0	43.0	0.05238806945968822
SoftTissue-Liposarc	SP121831	SBS40	2322.0	1411.0	1686.0	-0.13893412721111023
SoftTissue-Liposarc	SP121761	SBS1	561.0	488.0	501.0	-0.04903259842404175
SoftTissue-Liposarc	SP121761	SBS3	3604.0	2561.0	3142.0	-0.059560888037867854
SoftTissue-Liposarc	SP121761	SBS5	253.0	915.0	1317.0	0.715081693638053
SoftTissue-Liposarc	SP121761	SBS40	3584.0	2599.0	3106.0	-0.06214790674884446
SoftTissue-Liposarc	SP121816	SBS1	368.0	338.0	347.0	-0.025447122212479443
SoftTissue-Liposarc	SP121816	SBS2	252.0	239.0	239.0	-0.022909279464211913
SoftTissue-Liposarc	SP121816	SBS3	1768.0	1325.0	1625.0	-0.03660729165167378
SoftTissue-Liposarc	SP121816	SBS5	973.0	962.0	1384.0	0.15289081652185185
SoftTissue-Liposarc	SP121816	SBS13	142.0	144.0	145.0	0.009016818319375315
SoftTissue-Liposarc	SP121816	SBS40	1501.0	1152.0	1377.0	-0.03742071509654255
SoftTissue-Liposarc	SP121861	SBS1	64.0	57.0	58.0	-0.04206134500071139
SoftTissue-Liposarc	SP121861	SBS2	119.0	110.0	110.0	-0.03385826726096737
SoftTissue-Liposarc	SP121861	SBS5	536.0	456.0	656.0	0.08759108386022517
SoftTissue-Liposarc	SP121861	SBS13	89.0	82.0	82.0	-0.03516441706325094
SoftTissue-Liposarc	SP121847	SBS1	497.0	414.0	425.0	-0.06781974365699862
SoftTissue-Liposarc	SP121847	SBS2	310.0	285.0	285.0	-0.03639435589779449
SoftTissue-Liposarc	SP121847	SBS5	1196.0	1806.0	2599.0	0.33687919756440726
SoftTissue-Liposarc	SP121847	SBS13	226.0	231.0	232.0	0.011330063832896245
SoftTissue-Liposarc	SP121847	SBS40	4105.0	2714.0	3244.0	-0.10220424389818504
Stomach-AdenoCA	SP135192	SBS1	17.0	16.0	16.0	-0.024823583725032152
Stomach-AdenoCA	SP135192	SBS2	10.0	9.0	9.0	-0.04139268515822506
Stomach-AdenoCA	SP135192	SBS5	55.0	45.0	65.0	0.07135590853566827
Stomach-AdenoCA	SP135192	SBS18	34.0	31.0	32.0	-0.025554104472388168
Stomach-AdenoCA	SP135335	SBS1	434.0	426.0	437.0	0.00298485354946221
Stomach-AdenoCA	SP135335	SBS5	1988.0	1241.0	1786.0	-0.04651023061879132
Stomach-AdenoCA	SP135335	SBS17a	3207.0	949.0	4372.0	0.13454511773273112
Stomach-AdenoCA	SP135335	SBS17b	3753.0	3566.0	3709.0	-0.00512035867028165
Stomach-AdenoCA	SP135335	SBS28	2600.0	2530.0	2577.0	-0.0038574391784885016
Stomach-AdenoCA	SP135335	SBS40	1909.0	1540.0	1841.0	-0.015743741386897426
Stomach-AdenoCA	SP135278	SBS1	145.0	138.0	142.0	-0.009016818319375274
Stomach-AdenoCA	SP135278	SBS2	185.0	180.0	180.0	-0.01183436934873179
Stomach-AdenoCA	SP135278	SBS5	1271.0	940.0	1353.0	0.027131553036730413
Stomach-AdenoCA	SP135278	SBS13	446.0	439.0	441.0	-0.004885253782844559
Stomach-AdenoCA	SP135278	SBS17a	866.0	305.0	1405.0	0.20996622320759487
Stomach-AdenoCA	SP135278	SBS17b	914.0	844.0	878.0	-0.01743221899267636
Stomach-AdenoCA	SP135278	SBS18	564.0	505.0	527.0	-0.029414525285626273
Stomach-AdenoCA	SP135287	SBS1	9130.0	8997.0	9232.0	0.004824492779914196
Stomach-AdenoCA	SP135287	SBS5	12946.0	6605.0	9506.0	-0.13412565409169674
