#Cancer_type	Sample	Sig	96c	80c	80c_ajusted	LR(80c_adj/96c)
CNS-GBM	SP27825	SBS40	3512.0	3335.0	3986.0	0.05496808587036884
CNS-GBM	SP24135	SBS1	2581.0	2422.0	2485.0	-0.01645511362477556
CNS-GBM	SP24135	SBS5	2545.0	2898.0	4171.0	0.21448590043685667
CNS-GBM	SP24135	SBS40	3496.0	2091.0	2499.0	-0.14575562363720712
CNS-GBM	SP26499	SBS1	883.0	838.0	860.0	-0.011449113559418333
CNS-GBM	SP26499	SBS5	2647.0	2084.0	2999.0	0.054203273952000114
CNS-GBM	SP25518	SBS1	3157.0	3018.0	3097.0	-0.008330712249088207
CNS-GBM	SP25518	SBS5	2554.0	2301.0	3312.0	0.11283053141122847
CNS-GBM	SP25518	SBS40	4900.0	3693.0	4414.0	-0.045353994599042234
CNS-GBM	SP28659	SBS1	2924.0	2793.0	2866.0	-0.008698177471714743
CNS-GBM	SP28659	SBS5	7095.0	5450.0	7843.0	0.04352397817207649
CNS-GBM	SP23622	SBS1	1476.0	1418.0	1455.0	-0.00621912033493113
CNS-GBM	SP23622	SBS5	1335.0	1100.0	1583.0	0.07394871911394783
CNS-GBM	SP23622	SBS40	2252.0	1747.0	2088.0	-0.032822751743522255
CNS-GBM	SP27939	SBS1	2188.0	2100.0	2155.0	-0.006597005053230578
CNS-GBM	SP27939	SBS5	3510.0	2790.0	4015.0	0.0583628746716117
CNS-GBM	SP23754	SBS1	969.0	923.0	947.0	-0.00996339692817861
CNS-GBM	SP23754	SBS5	2130.0	1685.0	2425.0	0.056307346816352175
CNS-GBM	SP29697	SBS1	1318.0	1252.0	1285.0	-0.01100382695816201
CNS-GBM	SP29697	SBS5	2853.0	2284.0	3287.0	0.06147784008938464
CNS-GBM	SP27339	SBS1	1749.0	1679.0	1723.0	-0.006500787197600469
CNS-GBM	SP27339	SBS5	1700.0	1410.0	2029.0	0.07679172430064386
CNS-GBM	SP27339	SBS40	1766.0	1297.0	1550.0	-0.056624751693159156
CNS-GBM	SP29559	SBS1	405.0	426.0	437.0	0.03294807692690538
CNS-GBM	SP29559	SBS5	2495.0	1171.0	1685.0	-0.17038701072166282
CNS-GBM	SP29559	SBS40	2057.0	2072.0	2476.0	0.08048063615942286
CNS-GBM	SP29331	SBS1	2263.0	2171.0	2228.0	-0.006766354035996091
CNS-GBM	SP29331	SBS5	2544.0	2060.0	2965.0	0.06648336001958567
CNS-GBM	SP29331	SBS40	2986.0	2264.0	2706.0	-0.04274696683362187
CNS-GBM	SP26475	SBS1	1315.0	1177.0	1208.0	-0.036829588417164806
CNS-GBM	SP26475	SBS5	43.0	1287.0	1852.0	1.6244227428327103
CNS-GBM	SP26475	SBS40	4667.0	2571.0	3073.0	-0.18142698420960626
CNS-GBM	SP23775	SBS1	2241.0	2192.0	2249.0	0.0015469098524081078
CNS-GBM	SP23775	SBS5	9755.0	6303.0	9071.0	-0.031568750092861655
CNS-GBM	SP28275	SBS1	1985.0	1896.0	1946.0	-0.008613292639330705
CNS-GBM	SP28275	SBS5	4163.0	3281.0	4722.0	0.054707224738201395
CNS-GBM	SP28581	SBS1	2221.0	2124.0	2179.0	-0.008287561000243974
CNS-GBM	SP28581	SBS5	5021.0	3893.0	5603.0	0.04762141823683338
CNS-GBM	SP23639	SBS1	2142.0	2040.0	2093.0	-0.010045493699005138
CNS-GBM	SP23639	SBS5	5010.0	3942.0	5673.0	0.05396492871735678
CNS-GBM	SP24391	SBS1	2171.0	2091.0	2146.0	-0.005027776480560653
CNS-GBM	SP24391	SBS5	2053.0	1598.0	2300.0	0.049316179407383996
CNS-GBM	SP24391	SBS40	2590.0	2018.0	2412.0	-0.030910091077038966
CNS-GBM	SP28041	SBS1	4163.0	4022.0	4127.0	-0.003771032219343624
CNS-GBM	SP28041	SBS5	2234.0	1768.0	2544.0	0.05641025920482231
CNS-GBM	SP28041	SBS40	4887.0	3884.0	4642.0	-0.022332513568323775
CNS-GBM	SP25494	SBS1	3899.0	3377.0	3465.0	-0.051236048648601
CNS-GBM	SP25494	SBS5	12409.0	12541.0	18048.0	0.16268136344030612
CNS-GBM	SP25494	SBS11	229059.0	225036.0	226886.0	-0.004139643662349728
CNS-GBM	SP26649	SBS1	1991.0	1935.0	1986.0	-0.0010914669778647895
CNS-GBM	SP26649	SBS5	1355.0	940.0	1353.0	-0.0006410251819190242
CNS-GBM	SP26649	SBS40	1612.0	1350.0	1614.0	0.0005381592781601741
CNS-Medullo	SP78927	SBS1	77.0	75.0	77.0	0.0
CNS-Medullo	SP78927	SBS5	145.0	113.0	163.0	0.05049099226326081
CNS-Medullo	SP78927	SBS18	86.0	77.0	80.0	-0.03103423373996879
CNS-Medullo	SP78913	SBS1	172.0	161.0	165.0	-0.017938015088740333
CNS-Medullo	SP78913	SBS5	1097.0	834.0	1200.0	0.03894066728883297
CNS-Medullo	SP78913	SBS39	238.0	158.0	181.0	-0.1183265129630629
CNS-Medullo	SP107375	SBS1	484.0	444.0	456.0	-0.025825538532413442
CNS-Medullo	SP107375	SBS5	1559.0	1396.0	2009.0	0.1100714590660273
CNS-Medullo	SP107375	SBS18	449.0	448.0	468.0	0.01796032893973956
CNS-Medullo	SP107375	SBS40	1560.0	1017.0	1216.0	-0.10811232483235252
CNS-Medullo	SP107408	SBS1	849.0	777.0	797.0	-0.0274160343635633
CNS-Medullo	SP107408	SBS5	877.0	1159.0	1668.0	0.27896182077314413
CNS-Medullo	SP107408	SBS40	784.0	257.0	307.0	-0.40631894024480825
CNS-Medullo	SP107439	SBS1	180.0	160.0	164.0	-0.04019463065527822
CNS-Medullo	SP107439	SBS5	1117.0	962.0	1384.0	0.09300796985006289
CNS-Medullo	SP107439	SBS40	642.0	377.0	451.0	-0.15307253811284
CNS-Medullo	SP78816	SBS1	86.0	80.0	82.0	-0.020441160242544647
CNS-Medullo	SP78816	SBS5	338.0	275.0	396.0	0.0685908085600329
CNS-Medullo	SP78816	SBS18	108.0	94.0	98.0	-0.041791303343073724
CNS-Medullo	SP78816	SBS39	121.0	90.0	103.0	-0.0693264913759679
CNS-Medullo	SP78663	SBS1	296.0	279.0	286.0	-0.014874552583220008
CNS-Medullo	SP78663	SBS5	1160.0	948.0	1364.0	0.07030043163820102
CNS-Medullo	SP78663	SBS18	273.0	214.0	223.0	-0.08750254448622516
CNS-Medullo	SP78709	SBS1	274.0	260.0	267.0	-0.01119789980147385
CNS-Medullo	SP78709	SBS5	770.0	622.0	895.0	0.06525363161116826
CNS-Medullo	SP78709	SBS18	305.0	259.0	270.0	-0.05275213560717429
CNS-Medullo	SP107462	SBS1	153.0	143.0	147.0	-0.017259005441505684
CNS-Medullo	SP107462	SBS5	560.0	462.0	665.0	0.07451136791413969
CNS-Medullo	SP107462	SBS18	275.0	268.0	280.0	0.007797237839862221
CNS-Medullo	SP107462	SBS40	448.0	304.0	363.0	-0.09114495735426717
CNS-Medullo	SP78951	SBS1	179.0	165.0	169.0	-0.024823583725032152
CNS-Medullo	SP78951	SBS5	376.0	356.0	512.0	0.13377601490602345
CNS-Medullo	SP78951	SBS40	565.0	402.0	480.0	-0.07067135481443965
CNS-Medullo	SP107435	SBS1	980.0	895.0	918.0	-0.02835349599383725
CNS-Medullo	SP107435	SBS5	847.0	1280.0	1842.0	0.33712948296236
CNS-Medullo	SP107435	SBS40	1024.0	358.0	428.0	-0.3782665732070489
CNS-Medullo	SP78679	SBS1	303.0	282.0	289.0	-0.020475585709797645
CNS-Medullo	SP78679	SBS5	1158.0	960.0	1382.0	0.07673874414571463
CNS-Medullo	SP78679	SBS8	1023.0	890.0	965.0	-0.02532283022431861
CNS-Medullo	SP107360	SBS1	585.0	558.0	573.0	-0.008985723620117118
CNS-Medullo	SP107360	SBS5	394.0	381.0	548.0	0.1429752488236317
CNS-Medullo	SP107360	SBS40	517.0	365.0	436.0	-0.0738483227748112
CNS-Medullo	SP78819	SBS1	39.0	38.0	39.0	0.0
CNS-Medullo	SP78819	SBS5	274.0	187.0	269.0	-0.00796892967127534
CNS-Medullo	SP78819	SBS8	124.0	115.0	125.0	0.003460532109506489
CNS-Medullo	SP78821	SBS1	187.0	173.0	178.0	-0.021304818283786678
CNS-Medullo	SP78821	SBS5	1326.0	1081.0	1556.0	0.06941768970368481
CNS-Medullo	SP78821	SBS18	420.0	357.0	373.0	-0.05141049363518816
CNS-Medullo	SP78821	SBS39	327.0	210.0	240.0	-0.1338568011368107
CNS-Medullo	SP107552	SBS1	127.0	118.0	121.0	-0.020850138973120137
CNS-Medullo	SP107552	SBS5	250.0	238.0	343.0	0.13688472109049193
CNS-Medullo	SP107552	SBS40	196.0	114.0	136.0	-0.15774565900518617
CNS-Medullo	SP78865	SBS1	148.0	140.0	144.0	-0.01181826617729913
CNS-Medullo	SP78865	SBS5	557.0	431.0	620.0	0.046457401239001404
CNS-Medullo	SP107470	SBS1	197.0	188.0	193.0	-0.008863460331305072
CNS-Medullo	SP107470	SBS5	568.0	437.0	629.0	0.04422828305851054
CNS-Medullo	SP107470	SBS18	172.0	151.0	158.0	-0.03664897880834391
CNS-Medullo	SP78673	SBS1	194.0	184.0	189.0	-0.011281010409689058
CNS-Medullo	SP78673	SBS5	957.0	722.0	1039.0	0.03566783022023593
CNS-Medullo	SP78824	SBS1	77.0	73.0	75.0	-0.011281010409689058
CNS-Medullo	SP78824	SBS5	318.0	229.0	330.0	0.0160373107185376
CNS-Medullo	SP78824	SBS18	109.0	99.0	103.0	-0.024359345859444693
CNS-Medullo	SP107550	SBS1	92.0	87.0	89.0	-0.01424043911461023
CNS-Medullo	SP107550	SBS5	259.0	206.0	296.0	0.05778310134639437
CNS-Medullo	SP107550	SBS18	92.0	76.0	79.0	-0.06539296156199152
CNS-Medullo	SP78718	SBS1	222.0	210.0	215.0	-0.013851111897229767
CNS-Medullo	SP78718	SBS5	339.0	302.0	435.0	0.10800757222633094
CNS-Medullo	SP78718	SBS18	704.0	681.0	711.0	0.004290876645457622
CNS-Medullo	SP78718	SBS40	339.0	217.0	259.0	-0.11650556907143719
CNS-Medullo	SP107451	SBS1	128.0	120.0	123.0	-0.017168025137013876
CNS-Medullo	SP107451	SBS5	631.0	481.0	692.0	0.04001615632942176
CNS-Medullo	SP107451	SBS18	87.0	74.0	77.0	-0.05238806945968823
CNS-Medullo	SP107451	SBS39	266.0	209.0	239.0	-0.04630001965296921
CNS-Medullo	SP107557	SBS1	95.0	88.0	90.0	-0.02322984071847483
CNS-Medullo	SP107557	SBS5	390.0	314.0	452.0	0.06392144461696508
CNS-Medullo	SP107557	SBS18	47.0	33.0	34.0	-0.1371731930253116
CNS-Medullo	SP107358	SBS1	280.0	269.0	276.0	-0.006226550840631319
CNS-Medullo	SP107358	SBS5	641.0	484.0	697.0	0.03632039455430782
CNS-Medullo	SP107358	SBS40	382.0	291.0	348.0	-0.040373347009442846
CNS-Medullo	SP78731	SBS1	131.0	120.0	123.0	-0.027152246043614773
CNS-Medullo	SP78731	SBS5	638.0	519.0	747.0	0.06840073970606121
CNS-Medullo	SP107455	SBS1	123.0	114.0	117.0	-0.021539677856109666
CNS-Medullo	SP107455	SBS5	1088.0	828.0	1192.0	0.03961256391456689
CNS-Medullo	SP107455	SBS39	217.0	146.0	167.0	-0.11314721187874195
CNS-Medullo	SP107549	SBS1	111.0	107.0	110.0	-0.0038950438835241635
CNS-Medullo	SP107549	SBS5	493.0	356.0	512.0	0.016390416188169384
CNS-Medullo	SP78814	SBS1	176.0	163.0	167.0	-0.02266398463594376
CNS-Medullo	SP78814	SBS5	1579.0	1175.0	1691.0	0.02974327174858208
CNS-Medullo	SP107357	SBS1	828.0	770.0	790.0	-0.020378047052597017
CNS-Medullo	SP107357	SBS5	815.0	971.0	1397.0	0.23381701265580143
CNS-Medullo	SP107357	SBS40	1420.0	905.0	1082.0	-0.11796562130214941
CNS-Medullo	SP78919	SBS1	171.0	148.0	152.0	-0.0508370160899501
CNS-Medullo	SP78919	SBS5	459.0	530.0	763.0	0.22033552689411584
CNS-Medullo	SP78919	SBS40	208.0	4.0	5.0	-1.5419950357274104
CNS-Medullo	SP107453	SBS1	139.0	131.0	134.0	-0.015794267183231903
CNS-Medullo	SP107453	SBS5	264.0	224.0	322.0	0.08595664839429502
CNS-Medullo	SP107453	SBS40	313.0	224.0	268.0	-0.06717736807080693
CNS-Medullo	SP78719	SBS1	34.0	32.0	33.0	-0.012589127308020516
CNS-Medullo	SP78719	SBS5	84.0	70.0	101.0	0.07918124604762482
CNS-Medullo	SP78662	SBS1	124.0	116.0	119.0	-0.017728766960431602
CNS-Medullo	SP78662	SBS5	901.0	682.0	982.0	0.037346980290193905
CNS-Medullo	SP78662	SBS8	483.0	426.0	462.0	-0.019264370626459346
CNS-Medullo	SP107457	SBS1	161.0	154.0	158.0	-0.00811789022217945
CNS-Medullo	SP107457	SBS5	736.0	533.0	767.0	0.01789373217246049
CNS-Medullo	SP107457	SBS18	152.0	136.0	142.0	-0.02935539335253699
CNS-Medullo	SP107404	SBS1	696.0	655.0	672.0	-0.015217713874032573
CNS-Medullo	SP107404	SBS5	483.0	579.0	833.0	0.23632068899332623
CNS-Medullo	SP107404	SBS40	762.0	468.0	559.0	-0.13433651094868002
CNS-Medullo	SP78714	SBS1	132.0	123.0	126.0	-0.020047920011128928
CNS-Medullo	SP78714	SBS5	638.0	499.0	718.0	0.05122803222448246
CNS-Medullo	SP107454	SBS1	193.0	184.0	189.0	-0.009048128977397102
CNS-Medullo	SP107454	SBS5	657.0	494.0	711.0	0.0342541000229009
CNS-Medullo	SP107454	SBS18	120.0	103.0	108.0	-0.04535887237582645
CNS-Medullo	SP107359	SBS1	966.0	918.0	942.0	-0.010914781345673315
CNS-Medullo	SP107359	SBS5	849.0	840.0	1209.0	0.15336644460215737
CNS-Medullo	SP107359	SBS40	840.0	527.0	630.0	-0.12476663655377786
CNS-Medullo	SP78664	SBS1	133.0	123.0	126.0	-0.023301077408850783
CNS-Medullo	SP78664	SBS5	991.0	764.0	1100.0	0.045275646817573116
CNS-Medullo	SP78931	SBS1	118.0	114.0	117.0	-0.0036649540864053605
CNS-Medullo	SP78931	SBS5	195.0	147.0	212.0	0.03612353208226169
CNS-Medullo	SP78931	SBS18	120.0	109.0	114.0	-0.022087529962838373
CNS-Medullo	SP78815	SBS1	71.0	68.0	70.0	-0.006074147712193153
CNS-Medullo	SP78815	SBS5	188.0	155.0	223.0	0.07378621416091864
CNS-Medullo	SP78815	SBS18	78.0	66.0	69.0	-0.052529051276184624
CNS-Medullo	SP107466	SBS1	452.0	417.0	428.0	-0.02364090982810765
CNS-Medullo	SP107466	SBS5	360.0	502.0	722.0	0.30163109538887295
CNS-Medullo	SP107466	SBS40	460.0	207.0	247.0	-0.2692492445634319
CNS-Medullo	SP78901	SBS1	204.0	199.0	204.0	0.0
CNS-Medullo	SP78901	SBS5	459.0	314.0	452.0	-0.00665962966874221
CNS-Medullo	SP78901	SBS18	265.0	253.0	264.0	-0.001635762694259149
CNS-Medullo	SP107384	SBS1	958.0	837.0	859.0	-0.04732015592709587
CNS-Medullo	SP107384	SBS5	1470.0	2306.0	3319.0	0.3535254109765062
CNS-Medullo	SP107384	SBS40	2706.0	1348.0	1611.0	-0.22512321830143456
CNS-Medullo	SP107467	SBS1	126.0	116.0	119.0	-0.024622474908332043
CNS-Medullo	SP107467	SBS5	384.0	346.0	498.0	0.11263981611488927
CNS-Medullo	SP107467	SBS40	779.0	580.0	693.0	-0.050735132235625514
CNS-Medullo	SP78680	SBS1	74.0	68.0	70.0	-0.023802914672624766
CNS-Medullo	SP78680	SBS5	187.0	173.0	249.0	0.12378215940835775
CNS-Medullo	SP78680	SBS40	276.0	198.0	237.0	-0.0659028120079366
CNS-Medullo	SP78672	SBS1	103.0	98.0	101.0	-0.008433167536862813
CNS-Medullo	SP78672	SBS5	358.0	282.0	406.0	0.05449996064690088
CNS-Medullo	SP78672	SBS18	143.0	122.0	127.0	-0.05115252244738131
CNS-Medullo	SP107365	SBS1	351.0	334.0	343.0	-0.009984220906600895
CNS-Medullo	SP107365	SBS5	791.0	643.0	925.0	0.0678858050924408
CNS-Medullo	SP78660	SBS1	81.0	72.0	74.0	-0.038752588992016626
CNS-Medullo	SP78660	SBS5	316.0	305.0	439.0	0.14239341426843594
CNS-Medullo	SP78660	SBS40	199.0	104.0	124.0	-0.2041199826559248
CNS-Medullo	SP78659	SBS1	205.0	194.0	199.0	-0.0128372247051722
CNS-Medullo	SP78659	SBS5	530.0	423.0	609.0	0.06023531392929797
CNS-Medullo	SP107449	SBS1	161.0	149.0	153.0	-0.021994293706167876
CNS-Medullo	SP107449	SBS5	772.0	678.0	976.0	0.10171506980044814
CNS-Medullo	SP107449	SBS18	347.0	292.0	305.0	-0.055857817465000924
CNS-Medullo	SP107449	SBS39	297.0	199.0	228.0	-0.11438078173636727
CNS-Medullo	SP78813	SBS1	243.0	226.0	232.0	-0.02003390531271045
CNS-Medullo	SP78813	SBS5	1036.0	859.0	1236.0	0.07659094324007971
CNS-Medullo	SP78813	SBS18	272.0	215.0	224.0	-0.08398012892939358
CNS-Medullo	SP78953	SBS1	49.0	40.0	41.0	-0.07572071393811836
CNS-Medullo	SP78953	SBS5	134.0	187.0	269.0	0.3010299956639812
CNS-Medullo	SP78953	SBS40	110.0	16.0	19.0	-0.7442929831226762
CNS-Medullo	SP78804	SBS1	367.0	320.0	328.0	-0.04865192072354335
CNS-Medullo	SP78804	SBS5	1088.0	1243.0	1789.0	0.21582515122411822
CNS-Medullo	SP78804	SBS40	862.0	352.0	421.0	-0.31069834475353575
CNS-Medullo	SP107460	SBS1	270.0	252.0	259.0	-0.017995942903587768
CNS-Medullo	SP107460	SBS5	1415.0	1094.0	1574.0	0.04621730477186912
CNS-Medullo	SP107548	SBS1	182.0	172.0	176.0	-0.01447782336862286
CNS-Medullo	SP107548	SBS5	606.0	457.0	658.0	0.03569672351875232
CNS-Medullo	SP107548	SBS18	182.0	164.0	171.0	-0.026922642822880535
CNS-Medullo	SP107548	SBS39	170.0	128.0	146.0	-0.06567877564397773
CNS-Medullo	SP78730	SBS1	336.0	301.0	309.0	-0.036268207037065944
CNS-Medullo	SP78730	SBS5	539.0	645.0	928.0	0.23562195417067325
CNS-Medullo	SP78730	SBS18	283.0	315.0	329.0	0.0651955998308498
CNS-Medullo	SP78730	SBS40	391.0	31.0	37.0	-1.013502470403647
CNS-Medullo	SP78727	SBS1	167.0	160.0	164.0	-0.007825337511956592
CNS-Medullo	SP78727	SBS5	621.0	471.0	678.0	0.038079389589683016
CNS-Medullo	SP78727	SBS8	453.0	399.0	432.0	-0.020567956503738483
CNS-Medullo	SP78822	SBS1	362.0	340.0	349.0	-0.015838580685836896
CNS-Medullo	SP78822	SBS5	1828.0	1435.0	2065.0	0.05291661170718491
CNS-Medullo	SP78822	SBS18	542.0	458.0	478.0	-0.054464316174283746
CNS-Medullo	SP78818	SBS1	113.0	104.0	107.0	-0.023481095849522914
CNS-Medullo	SP78818	SBS5	488.0	415.0	597.0	0.08739232486479057
CNS-Medullo	SP78818	SBS18	171.0	136.0	142.0	-0.0801924094424871
CNS-Medullo	SP78923	SBS1	106.0	98.0	101.0	-0.020783605923292082
CNS-Medullo	SP78923	SBS5	396.0	332.0	478.0	0.08154500665144816
CNS-Medullo	SP78923	SBS39	154.0	107.0	122.0	-0.10042658673089354
CNS-Medullo	SP107405	SBS1	977.0	928.0	952.0	-0.011245954149275032
CNS-Medullo	SP107405	SBS5	2345.0	1888.0	2717.0	0.06392144461696508
CNS-Medullo	SP107437	SBS1	643.0	609.0	625.0	-0.012311534149382419
CNS-Medullo	SP107437	SBS5	1958.0	1499.0	2157.0	0.04201700435215552
CNS-Medullo	SP78675	SBS1	187.0	172.0	176.0	-0.026184582901873203
CNS-Medullo	SP78675	SBS5	315.0	338.0	486.0	0.18784187859623053
CNS-Medullo	SP78675	SBS40	531.0	353.0	422.0	-0.09957126492000584
CNS-Medullo	SP107371	SBS1	730.0	667.0	684.0	-0.028226805465434893
CNS-Medullo	SP107371	SBS5	995.0	1204.0	1733.0	0.24078975471649278
CNS-Medullo	SP107371	SBS40	952.0	425.0	508.0	-0.2723751183015677
CNS-Medullo	SP107556	SBS1	365.0	347.0	356.0	-0.010812869282217481
CNS-Medullo	SP107556	SBS5	1029.0	798.0	1148.0	0.047482803983112935
CNS-Medullo	SP107556	SBS18	354.0	301.0	314.0	-0.05191779926549356
CNS-Medullo	SP78807	SBS1	204.0	195.0	200.0	-0.008557803635265435
CNS-Medullo	SP78807	SBS5	905.0	670.0	964.0	0.027399115666979494
CNS-Medullo	SP78945	SBS1	109.0	103.0	106.0	-0.01200890747301538
CNS-Medullo	SP78945	SBS5	437.0	345.0	497.0	0.05575523225561804
CNS-Medullo	SP78945	SBS18	134.0	116.0	121.0	-0.0439739378202579
CNS-Medullo	SP78945	SBS39	106.0	72.0	82.0	-0.11030568530913575
CNS-Medullo	SP107480	SBS1	127.0	122.0	125.0	-0.006839424530305466
CNS-Medullo	SP107480	SBS5	493.0	350.0	504.0	0.009564429195014424
CNS-Medullo	SP107448	SBS1	216.0	194.0	199.0	-0.03542973818454831
CNS-Medullo	SP107448	SBS5	531.0	579.0	833.0	0.19525441834269056
CNS-Medullo	SP107448	SBS40	241.0	21.0	25.0	-0.9688420180096133
CNS-Medullo	SP107436	SBS1	207.0	193.0	198.0	-0.01921025855305488
CNS-Medullo	SP107436	SBS5	467.0	408.0	587.0	0.09913147300201444
CNS-Medullo	SP107436	SBS40	442.0	298.0	356.0	-0.09373551011087636
CNS-Medullo	SP79150	SBS1	131.0	119.0	122.0	-0.03066881976645196
CNS-Medullo	SP79150	SBS5	165.0	218.0	314.0	0.27820246574954544
CNS-Medullo	SP79150	SBS40	106.0	11.0	13.0	-0.8832557420069717
CNS-Medullo	SP107546	SBS1	302.0	291.0	299.0	-0.004321373782642578
CNS-Medullo	SP107546	SBS5	428.0	323.0	465.0	0.03592862450527595
CNS-Medullo	SP107546	SBS18	349.0	318.0	332.0	-0.021623810843955777
CNS-Medullo	SP107459	SBS1	286.0	270.0	277.0	-0.013837100815916034
CNS-Medullo	SP107459	SBS5	209.0	253.0	364.0	0.24007356972255545
CNS-Medullo	SP107459	SBS40	235.0	122.0	146.0	-0.20559466822193048
CNS-Medullo	SP78823	SBS1	136.0	129.0	132.0	-0.012868926189320961
CNS-Medullo	SP78823	SBS5	132.0	124.0	178.0	0.12900139001280742
CNS-Medullo	SP78823	SBS40	149.0	101.0	121.0	-0.08973142838093301
CNS-Medullo	SP78666	SBS1	405.0	389.0	399.0	-0.006466042249231715
CNS-Medullo	SP78666	SBS5	547.0	426.0	613.0	0.04938781265679853
CNS-Medullo	SP78721	SBS1	119.0	113.0	116.0	-0.010995384301463193
CNS-Medullo	SP78721	SBS5	229.0	181.0	260.0	0.054912671320688125
CNS-Medullo	SP78665	SBS1	135.0	127.0	130.0	-0.016267612714453244
CNS-Medullo	SP78665	SBS5	542.0	442.0	636.0	0.06933960274650348
CNS-Medullo	SP78665	SBS18	148.0	126.0	132.0	-0.049334627445188226
CNS-Medullo	SP78665	SBS39	149.0	103.0	118.0	-0.10054429766315048
CNS-Medullo	SP78935	SBS1	171.0	156.0	160.0	-0.028702570875699208
CNS-Medullo	SP78935	SBS5	274.0	315.0	453.0	0.21772315902684125
CNS-Medullo	SP78935	SBS40	346.0	193.0	231.0	-0.17484148989997408
CNS-Medullo	SP107458	SBS1	384.0	365.0	375.0	-0.01027288458083963
CNS-Medullo	SP107458	SBS5	1889.0	1382.0	1989.0	0.02239127223646255
CNS-Medullo	SP79160	SBS1	118.0	113.0	116.0	-0.007361099646369138
CNS-Medullo	SP79160	SBS5	338.0	265.0	381.0	0.051863664708626536
CNS-Medullo	SP79160	SBS18	182.0	163.0	170.0	-0.02945497933827562
CNS-Medullo	SP107479	SBS1	130.0	124.0	127.0	-0.010061326007895912
CNS-Medullo	SP107479	SBS5	496.0	365.0	525.0	0.024629355420406968
CNS-Medullo	SP107479	SBS18	148.0	130.0	136.0	-0.03646570125586727
CNS-Medullo	SP107377	SBS1	1014.0	938.0	963.0	-0.02238900834640095
CNS-Medullo	SP107377	SBS5	880.0	1179.0	1697.0	0.28496177749588597
CNS-Medullo	SP107377	SBS40	1298.0	678.0	810.0	-0.20458829686187183
CNS-Medullo	SP78937	SBS1	282.0	254.0	261.0	-0.033485144204544764
CNS-Medullo	SP78937	SBS5	1006.0	951.0	1369.0	0.13369109660278874
CNS-Medullo	SP78937	SBS40	2893.0	2205.0	2635.0	-0.04055312086104641
CNS-Medullo	SP107444	SBS1	66.0	54.0	55.0	-0.07788677569462603
CNS-Medullo	SP107444	SBS5	282.0	331.0	476.0	0.22673194351582368
CNS-Medullo	SP107444	SBS40	358.0	190.0	227.0	-0.19715960157786538
CNS-Medullo	SP79144	SBS1	271.0	249.0	256.0	-0.024635780702904186
CNS-Medullo	SP79144	SBS5	885.0	800.0	1151.0	0.11401875720014247
CNS-Medullo	SP79144	SBS40	475.0	256.0	306.0	-0.19046857724330662
CNS-Medullo	SP107469	SBS1	42.0	40.0	41.0	-0.010219165181686082
CNS-Medullo	SP107469	SBS5	202.0	140.0	201.0	-0.002144668466589146
CNS-Medullo	SP107469	SBS18	59.0	46.0	48.0	-0.08795517035512998
CNS-Medullo	SP107469	SBS40	21.0	33.0	39.0	0.2596373105057561
CNS-Medullo	SP107373	SBS1	721.0	626.0	642.0	-0.05032622464541702
CNS-Medullo	SP107373	SBS5	875.0	1503.0	2163.0	0.3927531502664511
CNS-Medullo	SP107373	SBS40	910.0	36.0	43.0	-1.3160657004868108
CNS-Medullo	SP107406	SBS1	606.0	540.0	554.0	-0.038895707952581335
CNS-Medullo	SP107406	SBS5	1675.0	1802.0	2593.0	0.1896959574538036
CNS-Medullo	SP107406	SBS40	1275.0	597.0	714.0	-0.25154463258406295
CNS-Medullo	SP107369	SBS1	611.0	565.0	580.0	-0.022575289755230477
CNS-Medullo	SP107369	SBS5	540.0	722.0	1039.0	0.2838360741922109
CNS-Medullo	SP107369	SBS40	1280.0	829.0	991.0	-0.11103745759050766
CNS-Medullo	SP107403	SBS1	1507.0	1378.0	1414.0	-0.027644901673446222
CNS-Medullo	SP107403	SBS5	1981.0	2387.0	3435.0	0.23894950500994816
CNS-Medullo	SP107403	SBS40	1915.0	878.0	1049.0	-0.26120620567258757
CNS-Medullo	SP107363	SBS1	634.0	574.0	589.0	-0.03192171364983147
CNS-Medullo	SP107363	SBS5	960.0	1212.0	1744.0	0.25907204362665337
CNS-Medullo	SP107363	SBS40	560.0	53.0	63.0	-0.9427828872722742
CNS-Medullo	SP78955	SBS1	161.0	149.0	153.0	-0.021994293706167876
CNS-Medullo	SP78955	SBS5	360.0	342.0	492.0	0.1353397173715721
CNS-Medullo	SP78955	SBS40	376.0	241.0	288.0	-0.115443507449245
CNS-Medullo	SP78677	SBS1	175.0	166.0	170.0	-0.012516557421995998
CNS-Medullo	SP78677	SBS5	250.0	207.0	298.0	0.07599746684339152
CNS-Medullo	SP78805	SBS1	150.0	143.0	147.0	-0.008715231898212045
CNS-Medullo	SP78805	SBS5	678.0	507.0	730.0	0.032047602677358754
CNS-Medullo	SP78805	SBS18	185.0	167.0	174.0	-0.02647489553162185
CNS-Medullo	SP78805	SBS39	151.0	113.0	129.0	-0.06790023563793578
CNS-Medullo	SP107461	SBS1	129.0	121.0	124.0	-0.017033339298780342
CNS-Medullo	SP107461	SBS5	263.0	228.0	328.0	0.0955919710801432
CNS-Medullo	SP107461	SBS40	195.0	127.0	152.0	-0.10756464053887722
CNS-Medullo	SP107472	SBS1	184.0	169.0	173.0	-0.026622480120414058
CNS-Medullo	SP107472	SBS5	821.0	682.0	982.0	0.07768170029208524
